"Pais","Region","fecha","idEmail","TotalRecipients","bounce","SuccessfulRecipients","uniqueOpens","OpenRate","uniqueClicks","consideracion","satisfaccion","anio","mes","dia","nombreDia","mesNombre"
"Trinidad_y_Tobago","Caribe",2016-02-14,"EAuL11950gVuU18",68,17,51,23,0.45,26,2,5,2016,2,14,"Domingo","Febrero"
"Barbados","Caribe",2016-09-28,"EAuL11777eDlL14",92,36,56,44,0.79,8,4,9,2016,9,28,"Miércoles","Septiembre"
"Guadalupe","Caribe",2016-07-22,"EAuL11860rVhH43",68,24,44,32,0.73,11,5,10,2016,7,22,"Viernes","Julio"
"Jamaica","Caribe",2015-04-17,"EAuL11951fRiI74",72,25,47,33,0.7,13,5,9,2015,4,17,"Viernes","Abril"
"Santa_Lucía","Caribe",2015-05-11,"EAuL11928kNdD95",53,16,37,23,0.62,20,4,9,2015,5,11,"Lunes","Mayo"
"Islas_Caiman","Caribe",2016-10-25,"EAuL12218fMwW51",75,31,44,39,0.89,23,1,7,2016,10,25,"Martes","Octubre"
"Trinidad_y_Tobago","Caribe",2016-12-23,"EAuL11910fIcC18",95,34,61,40,0.66,10,5,10,2016,12,23,"Viernes","Diciembre"
"Jamaica","Caribe",2015-12-20,"EAuL11970tRlL82",31,10,21,16,0.76,25,1,9,2015,12,20,"Domingo","Diciembre"
"Rep_Dominicana","Caribe",2016-11-24,"EAuL12051zCjJ55",60,17,43,23,0.53,28,4,10,2016,11,24,"Jueves","Noviembre"
"San_Martín","Caribe",2016-04-07,"EAuL11947uKrR66",88,38,50,43,0.86,29,1,7,2016,4,7,"Jueves","Abril"
"Rep_Dominicana","Caribe",2016-07-22,"EAuL12035sMwW34",91,42,49,48,0.98,3,2,1,2016,7,22,"Viernes","Julio"
"Barbados","Caribe",2015-12-23,"EAuL12009oSjJ24",34,13,21,19,0.9,27,2,10,2015,12,23,"Miércoles","Diciembre"
"Curazao","Caribe",2015-03-19,"EAuL12028tReE66",39,9,30,17,0.57,20,5,1,2015,3,19,"Jueves","Marzo"
"Islas_Caiman","Caribe",2015-07-12,"EAuL11823uCgG36",65,16,49,23,0.47,22,2,7,2015,7,12,"Domingo","Julio"
"Jamaica","Caribe",2015-09-17,"EAuL12215jJeE47",48,20,28,26,0.93,4,1,10,2015,9,17,"Jueves","Septiembre"
"Curazao","Caribe",2015-02-09,"EAuL11969uPvV57",67,28,39,35,0.9,16,5,10,2015,2,9,"Lunes","Febrero"
"Guadalupe","Caribe",2016-03-20,"EAuL11999qKmM82",89,36,53,43,0.81,21,2,3,2016,3,20,"Domingo","Marzo"
"Islas_Caiman","Caribe",2015-08-30,"EAuL11783cFwW93",14,6,8,7,0.88,8,3,7,2015,8,30,"Domingo","Agosto"
"Barbados","Caribe",2015-09-11,"EAuL12106qBlL106",53,15,38,20,0.53,24,5,9,2015,9,11,"Viernes","Septiembre"
"Curazao","Caribe",2016-12-19,"EAuL11980lOqQ102",74,25,49,30,0.61,10,1,6,2016,12,19,"Lunes","Diciembre"
"Santa_Lucía","Caribe",2015-03-25,"EAuL11900hAhH19",70,21,49,28,0.57,14,2,5,2015,3,25,"Miércoles","Marzo"
"Islas_Caiman","Caribe",2015-08-22,"EAuL12071wDuU64",87,35,52,43,0.83,5,3,2,2015,8,22,"Sábado","Agosto"
"Guadalupe","Caribe",2015-08-16,"EAuL11907lGkK45",111,41,70,48,0.69,29,3,6,2015,8,16,"Domingo","Agosto"
"Santa_Lucía","Caribe",2015-04-25,"EAuL12103sGlL210",96,41,55,49,0.89,16,5,5,2015,4,25,"Sábado","Abril"
"Santa_Lucía","Caribe",2015-08-13,"EAuL12166gCnN510",23,9,14,10,0.71,25,1,10,2015,8,13,"Jueves","Agosto"
"Trinidad_y_Tobago","Caribe",2015-07-29,"EAuL11776xDmM42",68,20,48,25,0.52,29,2,2,2015,7,29,"Miércoles","Julio"
"Barbados","Caribe",2015-12-01,"EAuL11973mZnN23",105,39,66,45,0.68,15,5,1,2015,12,1,"Martes","Diciembre"
"Guadalupe","Caribe",2016-07-12,"EAuL12152iNcC108",50,15,35,21,0.6,23,2,3,2016,7,12,"Martes","Julio"
"Guadalupe","Caribe",2016-09-03,"EAuL11953zOoO81",56,20,36,26,0.72,14,5,6,2016,9,3,"Sábado","Septiembre"
"Islas_Caiman","Caribe",2015-01-18,"EAuL12073gAgG101",113,39,74,44,0.59,26,4,3,2015,1,18,"Domingo","Enero"
"Jamaica","Caribe",2016-05-09,"EAuL12082bXjJ92",78,22,56,28,0.5,14,2,10,2016,5,9,"Lunes","Mayo"
"Trinidad_y_Tobago","Caribe",2015-05-25,"EAuL11992yJeE97",56,12,44,18,0.41,21,1,1,2015,5,25,"Lunes","Mayo"
"Rep_Dominicana","Caribe",2015-06-20,"EAuL12048wDeE69",64,17,47,25,0.53,4,3,4,2015,6,20,"Sábado","Junio"
"Barbados","Caribe",2016-09-07,"EAuL11909tQxX32",56,13,43,21,0.49,15,4,6,2016,9,7,"Miércoles","Septiembre"
"Islas_Caiman","Caribe",2015-12-27,"EAuL12041hHmM21",40,11,29,19,0.66,11,3,10,2015,12,27,"Domingo","Diciembre"
"Guadalupe","Caribe",2016-10-15,"EAuL11960xAjJ46",61,23,38,30,0.79,10,4,10,2016,10,15,"Sábado","Octubre"
"Guadalupe","Caribe",2015-06-16,"EAuL12125sIpP89",16,6,10,8,0.8,19,1,4,2015,6,16,"Martes","Junio"
"Trinidad_y_Tobago","Caribe",2015-08-14,"EAuL12064dWzZ71",84,31,53,39,0.74,21,3,5,2015,8,14,"Viernes","Agosto"
"San_Martín","Caribe",2016-01-16,"EAuL12016nAlL66",28,8,20,9,0.45,7,2,9,2016,1,16,"Sábado","Enero"
"San_Martín","Caribe",2015-05-23,"EAuL12043gImM63",84,31,53,37,0.7,18,5,7,2015,5,23,"Sábado","Mayo"
"Jamaica","Caribe",2015-01-23,"EAuL12068gRjJ97",97,42,55,48,0.87,10,3,9,2015,1,23,"Viernes","Enero"
"Jamaica","Caribe",2016-04-17,"EAuL11961iWvV210",100,34,66,40,0.61,30,1,3,2016,4,17,"Domingo","Abril"
"Barbados","Caribe",2015-02-07,"EAuL11950xOlL27",12,4,8,5,0.62,8,3,6,2015,2,7,"Sábado","Febrero"
"Santa_Lucía","Caribe",2015-01-03,"EAuL12036yZvV62",113,41,72,49,0.68,22,1,5,2015,1,3,"Sábado","Enero"
"Trinidad_y_Tobago","Caribe",2015-01-24,"EAuL11976pEfF89",37,6,31,7,0.23,26,3,2,2015,1,24,"Sábado","Enero"
"Haiti","Caribe",2016-04-16,"EAuL11956fLxX74",120,42,78,49,0.63,15,2,3,2016,4,16,"Sábado","Abril"
"Jamaica","Caribe",2015-04-01,"EAuL12164xBlL62",56,12,44,20,0.45,19,1,3,2015,4,1,"Miércoles","Abril"
"Haiti","Caribe",2016-06-16,"EAuL11772sMsS29",41,12,29,17,0.59,28,3,3,2016,6,16,"Jueves","Junio"
"Jamaica","Caribe",2016-11-06,"EAuL11939tGxX27",57,24,33,32,0.97,13,2,4,2016,11,6,"Domingo","Noviembre"
"Rep_Dominicana","Caribe",2016-02-09,"EAuL12041tFtT42",51,14,37,20,0.54,27,3,2,2016,2,9,"Martes","Febrero"
"Islas_Caiman","Caribe",2015-06-04,"EAuL11931rBrR13",82,32,50,38,0.76,5,2,8,2015,6,4,"Jueves","Junio"
"Santa_Lucía","Caribe",2016-05-11,"EAuL11826uCmM69",52,7,45,15,0.33,29,1,8,2016,5,11,"Miércoles","Mayo"
"Islas_Caiman","Caribe",2016-02-08,"EAuL11959zAaA25",87,35,52,43,0.83,21,3,7,2016,2,8,"Lunes","Febrero"
"Islas_Caiman","Caribe",2016-07-18,"EAuL11917iEkK87",28,9,19,16,0.84,18,2,4,2016,7,18,"Lunes","Julio"
"Guadalupe","Caribe",2015-09-20,"EAuL12020jXkK81",107,37,70,42,0.6,10,4,9,2015,9,20,"Domingo","Septiembre"
"Islas_Caiman","Caribe",2016-05-12,"EAuL12050hPfF310",43,9,34,10,0.29,12,3,2,2016,5,12,"Jueves","Mayo"
"Guadalupe","Caribe",2016-09-02,"EAuL11929nPzZ38",85,31,54,37,0.69,4,1,8,2016,9,2,"Viernes","Septiembre"
"Barbados","Caribe",2015-06-01,"EAuL11897cBdD86",50,21,29,28,0.97,28,1,3,2015,6,1,"Lunes","Junio"
"Islas_Caiman","Caribe",2015-02-05,"EAuL12024jWhH91",67,24,43,29,0.67,26,3,5,2015,2,5,"Jueves","Febrero"
"Trinidad_y_Tobago","Caribe",2015-11-26,"EAuL12120hPvV88",67,17,50,25,0.5,19,1,8,2015,11,26,"Jueves","Noviembre"
"Haiti","Caribe",2015-10-14,"EAuL12161gPzZ102",51,16,35,24,0.69,29,4,1,2015,10,14,"Miércoles","Octubre"
"San_Martín","Caribe",2015-01-24,"EAuL12098yCfF68",19,8,11,10,0.91,25,5,3,2015,1,24,"Sábado","Enero"
"Jamaica","Caribe",2015-04-07,"EAuL12005bRwW106",104,43,61,49,0.8,19,3,4,2015,4,7,"Martes","Abril"
"Curazao","Caribe",2015-08-18,"EAuL11873yPuU51",75,21,54,27,0.5,30,4,6,2015,8,18,"Martes","Agosto"
"Jamaica","Caribe",2015-07-25,"EAuL12006hKzZ54",106,35,71,43,0.61,3,1,8,2015,7,25,"Sábado","Julio"
"Trinidad_y_Tobago","Caribe",2016-08-16,"EAuL11908mChH93",43,17,26,22,0.85,7,1,1,2016,8,16,"Martes","Agosto"
"Islas_Caiman","Caribe",2016-03-28,"EAuL11744uSeE77",102,40,62,45,0.73,26,4,2,2016,3,28,"Lunes","Marzo"
"Jamaica","Caribe",2015-05-15,"EAuL11975aFhH32",76,29,47,35,0.74,21,4,2,2015,5,15,"Viernes","Mayo"
"Curazao","Caribe",2015-03-08,"EAuL12034aSpP76",60,23,37,28,0.76,12,4,6,2015,3,8,"Domingo","Marzo"
"Rep_Dominicana","Caribe",2016-02-26,"EAuL12128xNbB54",23,9,14,10,0.71,8,4,9,2016,2,26,"Viernes","Febrero"
"Curazao","Caribe",2015-10-31,"EAuL11961jHsS31",12,5,7,6,0.86,4,5,1,2015,10,31,"Sábado","Octubre"
"Barbados","Caribe",2016-11-15,"EAuL11948yOvV13",56,17,39,23,0.59,9,4,9,2016,11,15,"Martes","Noviembre"
"Haiti","Caribe",2015-06-06,"EAuL12177aXsS86",91,38,53,44,0.83,25,3,5,2015,6,6,"Sábado","Junio"
"Rep_Dominicana","Caribe",2016-02-17,"EAuL12017cChH64",75,30,45,36,0.8,5,4,5,2016,2,17,"Miércoles","Febrero"
"Rep_Dominicana","Caribe",2015-06-28,"EAuL11856fCoO35",84,39,45,44,0.98,19,1,1,2015,6,28,"Domingo","Junio"
"Barbados","Caribe",2016-03-28,"EAuL12136tPkK29",31,11,20,19,0.95,4,3,4,2016,3,28,"Lunes","Marzo"
"Jamaica","Caribe",2016-10-04,"EAuL12109qIfF74",31,9,22,14,0.64,4,1,8,2016,10,4,"Martes","Octubre"
"Trinidad_y_Tobago","Caribe",2015-12-28,"EAuL12016lZhH67",30,7,23,8,0.35,27,5,7,2015,12,28,"Lunes","Diciembre"
"Guadalupe","Caribe",2015-12-22,"EAuL11923xAvV105",25,8,17,16,0.94,26,2,4,2015,12,22,"Martes","Diciembre"
"Islas_Caiman","Caribe",2016-09-27,"EAuL11835uXdD99",113,42,71,50,0.7,9,4,3,2016,9,27,"Martes","Septiembre"
"Haiti","Caribe",2015-08-26,"EAuL12087jSyY82",37,9,28,17,0.61,13,1,10,2015,8,26,"Miércoles","Agosto"
"San_Martín","Caribe",2015-11-27,"EAuL11893zOiI110",73,22,51,28,0.55,16,4,9,2015,11,27,"Viernes","Noviembre"
"Haiti","Caribe",2016-12-18,"EAuL11853pDjJ47",61,26,35,33,0.94,20,2,10,2016,12,18,"Domingo","Diciembre"
"Haiti","Caribe",2015-02-07,"EAuL12034nFiI910",22,3,19,5,0.26,22,1,5,2015,2,7,"Sábado","Febrero"
"Guadalupe","Caribe",2015-10-16,"EAuL12132nJpP34",111,39,72,46,0.64,16,2,5,2015,10,16,"Viernes","Octubre"
"Haiti","Caribe",2015-04-17,"EAuL11927tLeE51",13,3,10,5,0.5,29,1,7,2015,4,17,"Viernes","Abril"
"San_Martín","Caribe",2015-02-07,"EAuL11999fQlL51",91,33,58,39,0.67,17,3,6,2015,2,7,"Sábado","Febrero"
"Rep_Dominicana","Caribe",2015-03-11,"EAuL12008xSrR510",39,9,30,16,0.53,18,3,10,2015,3,11,"Miércoles","Marzo"
"Trinidad_y_Tobago","Caribe",2016-03-22,"EAuL11750oMnN88",104,45,59,50,0.85,19,2,8,2016,3,22,"Martes","Marzo"
"Jamaica","Caribe",2015-09-28,"EAuL11942zLfF108",55,11,44,17,0.39,12,1,2,2015,9,28,"Lunes","Septiembre"
"Haiti","Caribe",2016-07-06,"EAuL12178tWuU49",124,45,79,50,0.63,3,4,4,2016,7,6,"Miércoles","Julio"
"Haiti","Caribe",2016-07-03,"EAuL11917qDsS104",39,10,29,16,0.55,13,1,8,2016,7,3,"Domingo","Julio"
"Jamaica","Caribe",2015-10-16,"EAuL12099uZnN59",94,31,63,39,0.62,6,4,9,2015,10,16,"Viernes","Octubre"
"Jamaica","Caribe",2016-05-22,"EAuL11854pOqQ46",78,30,48,35,0.73,20,3,8,2016,5,22,"Domingo","Mayo"
"Guadalupe","Caribe",2016-09-10,"EAuL11986kWvV39",82,29,53,34,0.64,13,4,8,2016,9,10,"Sábado","Septiembre"
"Barbados","Caribe",2015-09-19,"EAuL11942aJkK105",85,35,50,42,0.84,24,3,6,2015,9,19,"Sábado","Septiembre"
"Curazao","Caribe",2016-02-14,"EAuL11844pKsS96",51,12,39,20,0.51,20,2,7,2016,2,14,"Domingo","Febrero"
"Trinidad_y_Tobago","Caribe",2016-08-04,"EAuL11996zGbB89",23,3,20,5,0.25,14,4,2,2016,8,4,"Jueves","Agosto"
"Barbados","Caribe",2015-08-30,"EAuL11886oMjJ96",54,10,44,15,0.34,15,5,1,2015,8,30,"Domingo","Agosto"
"Jamaica","Caribe",2015-09-28,"EAuL11988qTzZ92",49,16,33,22,0.67,7,2,6,2015,9,28,"Lunes","Septiembre"
"Haiti","Caribe",2015-05-24,"EAuL12106dXwW21",70,25,45,33,0.73,22,5,1,2015,5,24,"Domingo","Mayo"
"Jamaica","Caribe",2016-06-10,"EAuL12152uUvV82",59,15,44,22,0.5,26,5,9,2016,6,10,"Viernes","Junio"
"Islas_Caiman","Caribe",2016-06-16,"EAuL11915tQsS84",58,11,47,17,0.36,14,3,7,2016,6,16,"Jueves","Junio"
"Trinidad_y_Tobago","Caribe",2016-07-10,"EAuL11921hYsS1010",89,40,49,45,0.92,30,2,2,2016,7,10,"Domingo","Julio"
"Santa_Lucía","Caribe",2015-10-06,"EAuL12018pNcC210",54,17,37,24,0.65,1,5,7,2015,10,6,"Martes","Octubre"
"Guadalupe","Caribe",2016-08-24,"EAuL12143gHvV42",79,31,48,36,0.75,18,3,3,2016,8,24,"Miércoles","Agosto"
"Barbados","Caribe",2015-01-24,"EAuL12185yXcC74",49,11,38,18,0.47,25,4,1,2015,1,24,"Sábado","Enero"
"Rep_Dominicana","Caribe",2016-06-29,"EAuL12098hEgG39",70,27,43,32,0.74,27,1,1,2016,6,29,"Miércoles","Junio"
"Haiti","Caribe",2015-10-12,"EAuL11894uOpP34",55,17,38,22,0.58,6,4,10,2015,10,12,"Lunes","Octubre"
"Jamaica","Caribe",2015-07-06,"EAuL12206oMzZ55",99,37,62,44,0.71,12,5,2,2015,7,6,"Lunes","Julio"
"Haiti","Caribe",2015-01-22,"EAuL12001dXkK610",61,20,41,26,0.63,20,3,5,2015,1,22,"Jueves","Enero"
"Jamaica","Caribe",2016-12-20,"EAuL12133xRoO32",45,8,37,10,0.27,9,4,3,2016,12,20,"Martes","Diciembre"
"Islas_Caiman","Caribe",2016-12-13,"EAuL12093hJxX55",108,40,68,45,0.66,4,5,3,2016,12,13,"Martes","Diciembre"
"Trinidad_y_Tobago","Caribe",2015-08-24,"EAuL11985pOxX47",44,8,36,15,0.42,16,4,2,2015,8,24,"Lunes","Agosto"
"Islas_Caiman","Caribe",2016-07-17,"EAuL11935iXcC27",35,9,26,10,0.38,8,3,3,2016,7,17,"Domingo","Julio"
"Haiti","Caribe",2016-06-27,"EAuL12188sMrR96",97,39,58,45,0.78,15,5,5,2016,6,27,"Lunes","Junio"
"Jamaica","Caribe",2015-12-22,"EAuL11978iNqQ110",98,32,66,38,0.58,30,5,2,2015,12,22,"Martes","Diciembre"
"Jamaica","Caribe",2016-12-20,"EAuL11914rUtT101",43,11,32,17,0.53,15,3,8,2016,12,20,"Martes","Diciembre"
"Santa_Lucía","Caribe",2015-07-26,"EAuL12230nDfF110",24,5,19,11,0.58,13,5,9,2015,7,26,"Domingo","Julio"
"Jamaica","Caribe",2015-05-04,"EAuL12277jRjJ76",69,23,46,28,0.61,2,2,8,2015,5,4,"Lunes","Mayo"
"Barbados","Caribe",2016-03-15,"EAuL12010cMgG14",75,31,44,37,0.84,16,2,3,2016,3,15,"Martes","Marzo"
"Haiti","Caribe",2016-12-31,"EAuL12036oLkK510",84,34,50,41,0.82,28,5,10,2016,12,31,"Sábado","Diciembre"
"Islas_Caiman","Caribe",2016-06-15,"EAuL11867kJxX84",47,11,36,18,0.5,9,3,6,2016,6,15,"Miércoles","Junio"
"San_Martín","Caribe",2015-08-26,"EAuL12102wRvV11",94,32,62,38,0.61,22,1,10,2015,8,26,"Miércoles","Agosto"
"Santa_Lucía","Caribe",2015-02-11,"EAuL12127tMiI31",32,6,26,8,0.31,19,3,4,2015,2,11,"Miércoles","Febrero"
"Guadalupe","Caribe",2015-07-10,"EAuL12125cMwW104",68,16,52,22,0.42,21,2,4,2015,7,10,"Viernes","Julio"
"Barbados","Caribe",2015-03-06,"EAuL12132pGoO31",74,33,41,40,0.98,2,2,1,2015,3,6,"Viernes","Marzo"
"Santa_Lucía","Caribe",2015-10-12,"EAuL11965nRvV73",43,16,27,22,0.81,4,4,6,2015,10,12,"Lunes","Octubre"
"Haiti","Caribe",2016-12-11,"EAuL11911dSyY81",113,41,72,48,0.67,20,5,6,2016,12,11,"Domingo","Diciembre"
"Santa_Lucía","Caribe",2015-08-01,"EAuL12105rMhH23",84,27,57,35,0.61,9,2,6,2015,8,1,"Sábado","Agosto"
"Islas_Caiman","Caribe",2016-04-04,"EAuL11823mPlL77",14,5,9,6,0.67,5,3,4,2016,4,4,"Lunes","Abril"
"Barbados","Caribe",2015-02-06,"EAuL12010wBeE67",89,31,58,36,0.62,5,4,5,2015,2,6,"Viernes","Febrero"
"Barbados","Caribe",2015-05-03,"EAuL11929tYdD54",28,5,23,13,0.57,7,4,5,2015,5,3,"Domingo","Mayo"
"Jamaica","Caribe",2016-10-23,"EAuL12092mOgG83",65,14,51,21,0.41,29,5,7,2016,10,23,"Domingo","Octubre"
"Jamaica","Caribe",2015-02-17,"EAuL11993qNfF45",53,9,44,14,0.32,17,5,9,2015,2,17,"Martes","Febrero"
"Curazao","Caribe",2016-06-23,"EAuL11925gRqQ96",86,26,60,33,0.55,29,2,7,2016,6,23,"Jueves","Junio"
"Islas_Caiman","Caribe",2015-06-05,"EAuL11710rLmM58",44,8,36,10,0.28,19,1,6,2015,6,5,"Viernes","Junio"
"Trinidad_y_Tobago","Caribe",2015-01-27,"EAuL12141aCeE84",72,26,46,33,0.72,16,5,8,2015,1,27,"Martes","Enero"
"Trinidad_y_Tobago","Caribe",2015-10-18,"EAuL12083oRbB77",34,11,23,18,0.78,3,4,6,2015,10,18,"Domingo","Octubre"
"Curazao","Caribe",2015-04-10,"EAuL11974zJrR29",101,33,68,41,0.6,19,5,8,2015,4,10,"Viernes","Abril"
"Jamaica","Caribe",2015-06-10,"EAuL11844yJwW65",78,34,44,42,0.95,11,4,6,2015,6,10,"Miércoles","Junio"
"Haiti","Caribe",2015-03-09,"EAuL11948mWcC910",49,16,33,24,0.73,17,5,5,2015,3,9,"Lunes","Marzo"
"Santa_Lucía","Caribe",2016-05-22,"EAuL12018yEgG33",96,38,58,45,0.78,21,3,3,2016,5,22,"Domingo","Mayo"
"Santa_Lucía","Caribe",2015-05-10,"EAuL11933iRgG39",47,19,28,26,0.93,14,2,4,2015,5,10,"Domingo","Mayo"
"Islas_Caiman","Caribe",2016-09-16,"EAuL11794gNgG82",64,20,44,27,0.61,22,2,9,2016,9,16,"Viernes","Septiembre"
"Islas_Caiman","Caribe",2015-05-13,"EAuL11972bFtT110",26,8,18,13,0.72,28,5,10,2015,5,13,"Miércoles","Mayo"
"Jamaica","Caribe",2015-07-15,"EAuL11939hAqQ94",66,28,38,36,0.95,4,1,3,2015,7,15,"Miércoles","Julio"
"Santa_Lucía","Caribe",2016-04-18,"EAuL12142mGwW59",113,40,73,48,0.66,22,4,9,2016,4,18,"Lunes","Abril"
"Rep_Dominicana","Caribe",2015-09-25,"EAuL12123hMqQ109",84,37,47,43,0.91,14,1,9,2015,9,25,"Viernes","Septiembre"
"San_Martín","Caribe",2016-09-12,"EAuL12134oVbB62",77,21,56,29,0.52,18,4,3,2016,9,12,"Lunes","Septiembre"
"Jamaica","Caribe",2015-12-28,"EAuL12119vHwW210",66,20,46,27,0.59,28,5,3,2015,12,28,"Lunes","Diciembre"
"Barbados","Caribe",2015-07-09,"EAuL11776nObB38",30,8,22,15,0.68,7,4,1,2015,7,9,"Jueves","Julio"
"Curazao","Caribe",2016-02-28,"EAuL11949gJvV102",76,29,47,37,0.79,5,4,2,2016,2,28,"Domingo","Febrero"
"Barbados","Caribe",2015-11-07,"EAuL12108wXaA43",41,6,35,7,0.2,19,2,10,2015,11,7,"Sábado","Noviembre"
"San_Martín","Caribe",2015-03-25,"EAuL12010xKoO38",97,33,64,41,0.64,19,4,1,2015,3,25,"Miércoles","Marzo"
"Rep_Dominicana","Caribe",2015-07-25,"EAuL12056wYgG11",89,38,51,44,0.86,10,4,6,2015,7,25,"Sábado","Julio"
"Guadalupe","Caribe",2016-05-26,"EAuL11881oByY62",63,22,41,29,0.71,5,1,2,2016,5,26,"Jueves","Mayo"
"Santa_Lucía","Caribe",2016-10-04,"EAuL12052gDhH610",62,15,47,22,0.47,11,3,9,2016,10,4,"Martes","Octubre"
"Jamaica","Caribe",2016-04-08,"EAuL11976uBnN18",58,19,39,25,0.64,25,1,9,2016,4,8,"Viernes","Abril"
"Islas_Caiman","Caribe",2016-06-17,"EAuL11812uWhH78",96,45,51,50,0.98,21,2,9,2016,6,17,"Viernes","Junio"
"Jamaica","Caribe",2015-09-07,"EAuL12100fIrR68",34,7,27,15,0.56,17,2,1,2015,9,7,"Lunes","Septiembre"
"Rep_Dominicana","Caribe",2016-02-12,"EAuL11849eFkK104",42,6,36,14,0.39,22,5,8,2016,2,12,"Viernes","Febrero"
"Haiti","Caribe",2016-01-03,"EAuL12261iZvV26",115,43,72,49,0.68,10,4,9,2016,1,3,"Domingo","Enero"
"Rep_Dominicana","Caribe",2016-01-20,"EAuL12098qUcC84",86,32,54,38,0.7,29,5,4,2016,1,20,"Miércoles","Enero"
"Rep_Dominicana","Caribe",2015-02-05,"EAuL12169fAfF101",59,13,46,21,0.46,24,2,1,2015,2,5,"Jueves","Febrero"
"Islas_Caiman","Caribe",2015-06-25,"EAuL12086uIzZ13",82,26,56,34,0.61,3,2,7,2015,6,25,"Jueves","Junio"
"Haiti","Caribe",2016-09-07,"EAuL12176cXrR13",16,4,12,6,0.5,2,4,3,2016,9,7,"Miércoles","Septiembre"
"Haiti","Caribe",2015-03-28,"EAuL11980aIlL26",44,14,30,22,0.73,14,3,4,2015,3,28,"Sábado","Marzo"
"Curazao","Caribe",2016-05-24,"EAuL12100nEeE101",91,28,63,34,0.54,18,3,3,2016,5,24,"Martes","Mayo"
"Barbados","Caribe",2015-08-11,"EAuL12031lYxX34",58,16,42,24,0.57,26,3,8,2015,8,11,"Martes","Agosto"
"Jamaica","Caribe",2016-10-07,"EAuL12052jScC26",74,28,46,35,0.76,18,2,4,2016,10,7,"Viernes","Octubre"
"Islas_Caiman","Caribe",2016-09-25,"EAuL11968aWjJ99",11,3,8,5,0.62,24,4,6,2016,9,25,"Domingo","Septiembre"
"Trinidad_y_Tobago","Caribe",2015-12-29,"EAuL11977yJnN16",72,29,43,37,0.86,19,5,1,2015,12,29,"Martes","Diciembre"
"Trinidad_y_Tobago","Caribe",2015-03-20,"EAuL12119nAaA53",39,4,35,12,0.34,13,2,7,2015,3,20,"Viernes","Marzo"
"Haiti","Caribe",2016-12-21,"EAuL11943gYnN110",65,28,37,33,0.89,13,5,5,2016,12,21,"Miércoles","Diciembre"
"Jamaica","Caribe",2016-03-21,"EAuL11935vAjJ103",69,24,45,32,0.71,17,1,10,2016,3,21,"Lunes","Marzo"
"Islas_Caiman","Caribe",2016-02-13,"EAuL12097qJgG85",66,16,50,21,0.42,26,5,3,2016,2,13,"Sábado","Febrero"
"Guadalupe","Caribe",2016-02-18,"EAuL11980nUqQ96",61,15,46,20,0.43,8,4,9,2016,2,18,"Jueves","Febrero"
"Guadalupe","Caribe",2015-12-03,"EAuL12164gJuU41",23,8,15,13,0.87,18,2,9,2015,12,3,"Jueves","Diciembre"
"Trinidad_y_Tobago","Caribe",2016-09-28,"EAuL11949oSxX68",122,45,77,50,0.65,10,3,8,2016,9,28,"Miércoles","Septiembre"
"Jamaica","Caribe",2015-10-14,"EAuL11769bYfF11",67,23,44,31,0.7,20,5,6,2015,10,14,"Miércoles","Octubre"
"Jamaica","Caribe",2015-04-10,"EAuL12224uVjJ79",70,27,43,35,0.81,29,3,4,2015,4,10,"Viernes","Abril"
"Santa_Lucía","Caribe",2015-05-10,"EAuL11944cQnN13",48,19,29,27,0.93,14,1,7,2015,5,10,"Domingo","Mayo"
"Islas_Caiman","Caribe",2015-09-18,"EAuL12073bLvV95",102,44,58,49,0.84,15,1,5,2015,9,18,"Viernes","Septiembre"
"Santa_Lucía","Caribe",2015-11-13,"EAuL11849gCyY44",72,30,42,37,0.88,11,1,1,2015,11,13,"Viernes","Noviembre"
"Jamaica","Caribe",2015-04-09,"EAuL12097jSeE52",109,40,69,47,0.68,5,4,8,2015,4,9,"Jueves","Abril"
"Santa_Lucía","Caribe",2015-08-08,"EAuL11972dCfF77",89,27,62,33,0.53,28,4,9,2015,8,8,"Sábado","Agosto"
"Santa_Lucía","Caribe",2015-05-20,"EAuL12026iAhH38",43,9,34,14,0.41,6,4,8,2015,5,20,"Miércoles","Mayo"
"Guadalupe","Caribe",2016-11-14,"EAuL11819aVfF210",49,8,41,15,0.37,21,4,4,2016,11,14,"Lunes","Noviembre"
"Jamaica","Caribe",2016-08-06,"EAuL11821iRwW39",86,38,48,45,0.94,28,5,2,2016,8,6,"Sábado","Agosto"
"Haiti","Caribe",2015-06-23,"EAuL11969jYfF46",19,3,16,5,0.31,18,3,6,2015,6,23,"Martes","Junio"
"Islas_Caiman","Caribe",2015-08-20,"EAuL12127vGtT87",55,17,38,24,0.63,28,5,3,2015,8,20,"Jueves","Agosto"
"Guadalupe","Caribe",2015-09-14,"EAuL12202lCrR48",39,13,26,19,0.73,22,4,9,2015,9,14,"Lunes","Septiembre"
"Santa_Lucía","Caribe",2015-08-01,"EAuL12002bAwW86",54,15,39,20,0.51,9,5,4,2015,8,1,"Sábado","Agosto"
"Guadalupe","Caribe",2015-02-10,"EAuL12131lTcC16",88,37,51,43,0.84,22,2,1,2015,2,10,"Martes","Febrero"
"Trinidad_y_Tobago","Caribe",2015-12-26,"EAuL12188mJuU52",42,17,25,23,0.92,19,1,9,2015,12,26,"Sábado","Diciembre"
"Barbados","Caribe",2016-04-21,"EAuL11892pNmM23",66,28,38,35,0.92,9,2,7,2016,4,21,"Jueves","Abril"
